,text,withheld_in_countries,hashtags,lang,possibly_sensitive,verified_account,followers_count,location,withheld_anywhere,popularity_score
64892, ขอพูดครั้งสุดท้ายว่าอย่าใช้คนตัวเล็กตัวน้อยเป็นเครื่องมือเลย มันมีวิธีอีกตั้งมากมายที่จะล้มพวกนายทุน ด่ามันเถอะอีพวกเหี้ยที่…,[],[],th,0.0,False,46,,False,3.1336838012908916e-05
64933, ใครที่อยากแคปไปลงเฟส ลงสตอรี่ไอจี แคปไปได้เลยนะคะ ไม่ต้องขอเราค่ะอนุญาตทุกคน ช่วยกระจายข่าวก็พองับ 🙏🏻,[],[],th,0.0,False,142,,False,0.010257203591196558
64964, เลิกแดกโปเตโต้คอนเนอร์ได้แล้วค่ะ แพงไม่ว่านะ ทีมมาร์เกตติ้งยังมีมายเซตชั้นต่ำ เจ้าของก็เป็นสลิ่มอิกนอแร้น บาทเดียวก็ไม่…,[],[],th,0.0,False,352,,False,0.0024429411773368437
64967, อือหืออออ จ๊าบสุด ,[],[],th,0.0,False,110,,False,0.042033483939913345
64978, เผารูป = ไม่มีใครบาดเจ็บ = สันติวิธี (หรือจะเรียกว่าเป็นปฏิบัติการไร้ความรุนแรงก็ได้ค่ะ),[],[],th,0.0,False,229,,False,0.0019932911387262435
64994, ถ้าอยู่กับใครแล้วเผลอร้องเพลงออกมา นั่นเรียกว่าความสบายใจ,[],[],th,0.0,False,1986,,False,0.0004162377699295928
64998, ใครว่ากุกมินเหมาะสมกันมากรี กุกมินเป็นเนื้อคู่กันเฟบ ส่วนใครที่คิดว่ากุกมินไม่เหมาะสมกันก็เมนชั่นมาเรย,[],[],th,0.0,False,46,,False,0.004774097406339389
65002," มาให้กำลังใจทีม #BlueBooYAH กันค่า
-ให้กำลังใจใต้ทวิตนี้+รีทวิต+พร้อมติดแทค 
- หมดเวลาเล่น 20.00น
- แจกน้อง สตด ปุ๊กปิ๊ก 2 ตัว…",[],['BlueBooYAH'],th,0.0,False,55,,False,0.0009472166693109608
65016," @Nat_M_Sis ต้อง kill นะ สู้ๆ
#BlueBOOYAH",[],['BlueBOOYAH'],th,0.0,False,300,,False,0.002371685466312222
65025, ความสัมพันธ์ระหว่างกุกับเพื่อนสนิทคือนัดเจอกันยากชิบหาย แบบมันว่างกุไม่ว่าง กุว่างมันไม่ว่าง แต่ไม่เป็นไรเราก็จะนัดกันต่อไป…,[],[],th,0.0,False,22,,False,0.0002555032981930216
65030, @gxxod65 อยากนอนในรถแหละ รักรถมากแหละ,[],[],th,0.0,False,159,,False,0.00048509209581684644
65038," มึงกูน้ำตาไหลตั้งแต่เริ่มคอน ดีใจว่ะ น้องได้เจอโมอาอ่ะ กุร้องไห้😭😭😭😭😭😭😭

#SHINExTOGETHER ",[],['SHINExTOGETHER'],th,0.0,False,51,,False,0.0006617481122592376
65039," 🦌: 💬ฮีซึง 5 ขวบ VS ฮีซึง 5 อัน?
🦊: 5 อันㅋㅋ
🐈: ไม่ใช่คน แต่เป็นอันㅋㅋ
🐧: ผมเลือกพี่ฮีซึง 5 ขวบครับ 
🦌: ทำไมล่ะ?
🐧: ถ้าพี่ฮีซึ…",[],[],th,0.0,False,302,,False,0.009069520531439727
65048, ลูกเราไม่ต้องตั้งโต๊ะหรือห้อยค่ะ เพราะน้องลอยได้ด้วยตัวของน้องเอง💅🏼 ,[],[],th,0.0,False,237,,False,0.0017011717734521153
65061, #อิทธิริช #Clubfridayxก็อตริชชี่ เพิ่งตามน้องได้ไม่นาน เพราะรู้ว่าน้องจะเล่นเรื่องสิเหน่หาส่าหรีที่เราชอบ แต่ปรากฎยิ่งดูค…,[],"['อิทธิริช', 'Clubfridayxก็อตริชชี่']",th,0.0,False,464,,False,0.009168781354566736
65068," ตอนที่ ๘ : 
☂️☂️☂️☂️☂️☂️☂️☂️☂️☂️☂️
 #RoomOfRainy
#4RoomsMate",[],"['RoomOfRainy', '4RoomsMate']",th,0.0,False,194,,False,0.00018734969849030735
65081," ˗ˏˋ  ༘ ♡̶ 🌐  Pls rt  ˚˖* ミ 💨

⁃แจก  Yb หยางหยาง 1 ใบ ♡
(rt อย่างเดียว) สุ่มวันอาทิตย์ 07/03 20:00

 ꒰ 🛹 ลงขายวันอาทิต…",[],[],th,0.0,False,0,,False,0.0
65095, มีใครชิปม้าคมินเท่าม้าคลีอีกหรอวะ นี่ว่าไม่มีแล้วนะ ชิปเปอร์พ่วงกัปตัน นับเบอร์วัน ออนลี่วัน,[],[],th,0.0,False,45,,False,0.00013111774416091107
65100, คนจ๋วยของเขา ใจดีด้วย 555 @preawwaponys  🥰 ,[],[],th,0.0,False,582,,False,0.013687144468045845
65103, สะพานคนข้ามถนนที่ไทย vs สะพานปูไต่ข้ามถนนที่ออสเตรเลีย ,[],[],th,0.0,False,28,,False,0.007585545021533025
65106, อรอย่าเอาความจริงมาพูด 55555555 😌 #PunBNK48 #JennisBNK48 #OrnBNK48 #KornBNK48 ,[],"['PunBNK48', 'JennisBNK48', 'OrnBNK48', 'KornBNK48']",th,0.0,False,221,,False,0.045991134112710476
65113, ทุกเช้าลืมตาสิ่งแรกที่เห็นคือนังหมูหยองนอนอยู่บนหมอนข้างๆ ความน่ารักปะทะหน้าดังแอ๊ก! 💕🥺 ,[],[],th,0.0,False,270,,False,0.00129361823305281
65152, ไม้ละ20บาท เอ็งจะเอาใบไม้มาจ่ายไม่ได้นะ😜 ,[],[],th,0.0,False,205,,False,3.486275414677905e-05
65157, มึงคือทุกวันนี้ประเทศไทยมันเหี้ยแบบจับเด็กมัธยมเข้าคุกกันเป็นว่าเล่นเลยอะ ล่าสุดมีเด็กม.5 โดนจับไปอีกแล้ว เหี้ยไรวะเนี่ยประเท…,[],[],th,0.0,False,7,,False,0.001231195207131527
65158, เหมือนตำรวจมันไล่จับมั่วไปหมดเลยอะ เจอใครก็จับ ที่เขาบอกว่าจับแล้วได้ค่าหัวคือเรื่องจริงสินะ อีสวะโสโครกแม่เย้ดดด,[],[],th,0.0,False,553,,False,0.012758310202343194
65173," ช่วงนี้คือ อิโมจิแห่ง #CHUANG2021 555555555
#เนเน่ ",[],"['CHUANG2021', 'เนเน่']",th,0.0,False,131,,False,0.004080087097319565
65178," ""ไม่ชอบมากหรอ  ไม่ชอบอ้อนมากหรอ""",[],[],th,0.0,False,84,,False,0.007915094638124275
65202, คือกุอยากจะรู้มั้ยอะ งง อีผชก้คือกุก้ตามไปด่ามันตั้งแต่เลิกกันแล้วว่าช่วยเลิกพูดถึงกุที เมียมึงร้อยกว่าคนเกลียดกุหมดแล้ว…,[],[],th,0.0,False,184,,False,0.005230262410362167
65221, สิ้นปีที่ผ่านมา กับคืนข้ามปี ,[],[],th,0.0,False,34,,False,0.0004942082375139233
65223," Goodnight​ ​ka @peckpalit

ตอนเช้า​จะไปซื้อแว่นบ้าง​แล้ว​นะ​
#เป๊กผลิตโชค​ #PeckPaLitChoke ",[],"['เป๊กผลิตโชค', 'PeckPaLitChoke']",th,1.0,False,306,,False,0.024713370482634688
65274, น้องเต็มกระเป๋า 🐰♥♡ ,[],[],th,0.0,False,26,,False,0.00012603583064541425
65309, แบบนี้ต้องโดนลงโทษนะ เข้าข่ายทารุณกรรมสัตว์ ดูก็รู้ว่าคุณตั้งใจโยนน้องหมาเข้ามาเพื่อสร้างคอนเท้น ไม่ตลกอ่ะ แย่มากละที่สำคั…,[],[],th,0.0,False,96,,False,0.010424450744805493
65322," : เธอปลอกเปลือกให้หน่อย
: ไม่ หนุงอนอยู่อยากกินก็ปลอกเองสิ ",[],[],th,0.0,False,107,,False,0.0034422422570253752
65328," โอเค เริ่มอิจฉาแจฮยอนละ 
ณ จุดจุดนี้ 😭 ",[],[],th,0.0,False,35,,False,0.0002279825910197161
65357, คุณหนูของพี่ 🥺 ,[],[],th,0.0,False,527,,False,6.66110070996607e-05
65369, เข้าใจละก็คือมีคนสงสัยว่าเค้าไม่ได้เพิ่งมาดังแต่เค้าดังมาก่อนหน้านี้อยู่แล้ว ทำไมเพิ่งมามีข่าว ก็คือเหมือนมีการลบโพสต์ช่วง2016…,[],[],th,0.0,False,323,,False,0.013194765039886003
65412, Dirty talk หนึ่งเดียวในใจชั้น ,[],[],th,0.0,False,14,,False,4.8288442428535e-05
65484, คือไม่เข้าใจจริงๆนะว่าเกาหลีจะไล่ให้ออกจากวงทำไม เค้าทำผิดอะไรถึงต้องออก คนที่มึงควรไล่คืออิเอ้ดเอมนู่น ศลปในค่ายมันยังไม่คิด…,[],[],th,0.0,False,47,,False,0.0019369929525197322
65489," “ที” นักศึกษาหนุ่มเอกศิลปะ เพิ่งย้ายเข้ามาอยู่ใน บ้าน ท้าย ซอย

📌 ศุกร์ที่ 26 ก.พ.นี้ เวลา 5 ทุ่มตรง!!

#อังคารคลุมโปงTheSe…",[],[],th,0.0,False,114,,False,0.0012097145787106002
65509," ตัวละครไหนดื่มเหล้าก็อย่าขับรถ, พระเอกฝ่าไฟแดงก็ต้องไปเสียค่าปรับ, บทข่มขืนควรเข้าคุกรับโทษ, ไม่ดูถูกอาชีพเงินเดือนน้อย, เลิก…",[],[],th,0.0,False,203,,False,0.003587881077593797
65520, ด่าเพราะโดนทำเหี้ยใส่กับด่าเพราะกระเหี้ยนหระหือรืออยากแดกหัวคนอื่นไม่เหมือนกันจ้า,[],[],th,0.0,False,4140,,False,0.00023820094062616899
65526, รูปประจำที่ต้องมีทุกปี 🤧 บ้าบอ สองปีแบบ ดูความสูงหนิงไคคคค๊ ,[],[],th,0.0,False,107,,False,0.011665187278524706
65535," ยิงสวย
#สนับสนุนให้ชายไทยไม่อายควย
#ควย #ไบ #ชักว่าว #เงี่ยน #เงี่ยนควย ",[],"['สนับสนุนให้ชายไทยไม่อายควย', 'ควย', 'ไบ', 'ชักว่าว', 'เงี่ยน', 'เงี่ยนควย']",th,0.0,False,1,,False,2.3288909712378647e-05
65559, มุแงง 🥰 ต้าวนุทั้งสอง....น่ารักมากเลยชุดมาตรีมนักเรียนเหมือนกันเลย555 ต้าว3ขวบ กับ ต้าว2ขวบครึ่ง #เนเน่ #หนานหนาน ,[],"['เนเน่', 'หนานหนาน']",th,0.0,False,137,,False,0.0032211521135166064
65671, กูเห็นรูปนี้ทีไร ต้องมองเป็นจองอูแลบลิ้นตลอด 5555555555555555555555555555555555555 ทั้งที่มันคือมะเขือเทศอะ โว้ยยยย htt…,[],[],th,0.0,False,331,,False,2.421252320935007e-05
65684, อย่างนี้ก็ชัดเจนซิว่าจริงทุกคำอภิปรายว่าประเทศไทยเสียหายจากที่ รมต.วิษณุ เครืองามสารภาพเต็มๆ ที่เป็นไปตามกฎหมายแต่ไม่เ…,[],[],th,0.0,False,624,,False,0.00428194886140139
65713," เปิดตัวพรีเซนเตอร์คู่แรกของ
DYNA Everyday Collagen💖💜
‘ออฟ-จุมพล’ และ ‘กัน-อรรถพันธ์’
คู่จิ้นยืนหนึ่งในใจเบบี๋👦🏻

ขอฝากคอ…",[],[],th,0.0,False,122,,False,0.002551732428703609
65732, แจก! อีกแล้ว! โพลาลอยด์คู่สุดน่ารักจากอิชิตัน 1 รางวัล กติกาเหมือนเดิมค่ะ รีทวิตเท่านั้น โดยทางเราจะสุ่มรางวัลตอน 19:0…,[],[],th,0.0,False,30,,False,0.00021135262772038228
65743, อยากมีเพื่อน #จะทักเดมคนที่มารีทวิต,[],['จะทักเดมคนที่มารีทวิต'],th,0.0,False,142,France,False,0.0002694739915209801
65747," ต่อให้ใครไม่รัก ยังมีโฟร์อีฟ🤍✨
#4EVE
#4EVEต่อให้ใครไม่รัก ",[],"['4EVE', '4EVEต่อให้ใครไม่รัก']",th,0.0,False,146,,False,0.009849195945926729
65776, สำหรับดิฉันแล้ว คนที่สวยกว่าน้องลิซ ก็คือน้องลิซในวันพรุ่งนี้เท่านั้น #YouthWithYou3 ,[],['YouthWithYou3'],th,0.0,False,11,,False,0.008670913357086066
65777, พรรคพลังประชารัฐตอนนี้ลุกขึ้นประท้วงกันยกพรรค เพราะเสรีอภิปรายไม่ไว้วางใจนายกที่เคยพูดออกสื่อว่าจะตัดเงินเดือนคนในพรรค แล้วเส…,[],[],th,0.0,False,88,,False,2.9637620810351827e-06
65786, คลิปนี้เหมือนไวรัลในหมู่ทวิตชาวเกาซะงั้น ทุกคนดูช็อคกับดวงโตกลมโตและความสวยดั่งตุ๊กตา ,[],[],th,0.0,False,8,,False,0.0025434509993051764
65792, สมัยไหน ,[],[],th,0.0,False,19,,False,0.0008174472160843375
65852," #ด่วน! สสจ.ปทุมธานี เผยพบผู้ติดเชื้อ COVID-19 เพิ่ม 73 คน รวมผู้ป่วยยืนยันสะสม 335 คน ค้นหาเชิงรุกสะสม 16,467 คน กักตัว 400 คน…",[],['ด่วน'],th,0.0,False,221,,False,0.011183018507562342
65901, อันนี้จริงมาก บางคนเราติ่งเขาหนักมาก เมื่อเวลาผ่านไปเราอาจจะเลิกติ่งเขาแล้ว แต่ไม่เสียดายนะ ที่เคยทุ่มเทมาก เพราะมันคือความสุข…,[],[],th,0.0,False,16,,False,0.0016775284161342407
65909, สรุปเค้าแต่งงานกันยัง #WxYep5,[],['WxYep5'],th,0.0,False,4,,False,0.0006596426044234118
65956,@irenebae2929 มันไม่เข้าโรงไทยหรอ ,[],[],th,0.0,False,23,,False,0.00013560269815701668
65963," คนจริงโอวัลตินต้องละลายค่ะ
#LoveAllAroundxเข้มมุก ",[],['LoveAllAroundxเข้มมุก'],th,0.0,False,133,,False,0.0007875796155133103
65977, เซียวจวิ้นสปอยว่าช่วงนี้เววี่กำลังถ่ายอะไรบางอย่าง,[],[],th,0.0,False,13,,False,0.048108977567236325
66017, อย่ามาทำน่ารักตรงนี้🥰🥰 #เสียอาการxป๊ายปาย4M ,[],['เสียอาการxป๊ายปาย4M'],th,0.0,False,195,,False,7.090016790293944e-06
66028,@revendream_ หลุดแน้วบอกเค้าด้วย ;3;,[],[],th,0.0,False,187,,False,0.00046539282768480933
66036, บีมตื่นนานแล้ว แค่พักสายตา ,[],[],th,0.0,False,49,,False,0.0006397319970613928
66130, อห แค่นี้ยังใจสั่น บิวเก้นนนน yㅡy ,[],[],th,0.0,False,7,,False,0.0006620952942994476
66131,เลยเหรอปาหลัด,[],[],th,0.0,False,1590,,False,0.005752649056967136
66136," ตั้งแต่ยกเลิกระบบเอนทรานซ์ในปี2548
ระบบการสอบเข้ามหาวิทยาลัยไทยดีขึ้นตรงไหนบ้าง",[],[],th,0.0,False,61,,False,0.00014707299881710147
66165, น้องมันผ่านหน้าทลไปหลายรอบมาก ละกุหยุดดูทุกรอบนะ น่ารัก5555555 ,[],[],th,1.0,False,14,,False,6.742581023438291e-06
66188," ไม่พูดมาก
โดเนทตามยอดรี ถึง 19.00 น.

มาส่งลูกไปกินก่ายกัน 🐔
 #ซุปเปอร์โนว่าจ๋าเนเน่มาแล้ว",[],['ซุปเปอร์โนว่าจ๋าเนเน่มาแล้ว'],th,0.0,False,1,,False,6.566047260012675e-06
66220, ระหว่างรอไลฟ์ เข้าไปฟังธานอสในยูทูปรอได้นะ #KitchenDwithMSS,[],['KitchenDwithMSS'],th,0.0,False,53,,False,0.001749846708795413
66259," อ้าวเพิ่งเห็น 2.5 M แล้ว มัวแต่ดูมิวมิวขายขำเอ้ยขายกระทะ มาๆปั่นต่อค่ะทุกคน
@MSuppasit #MewSuppasit",[],['MewSuppasit'],th,0.0,False,103,,False,0.008795513883130802
66328, สิ่งที่สองคนนี้มีเหมือนกันก็คือความผัวค่ะ ,[],[],th,0.0,False,147,,False,0.00042459015950396963
66331," นอกด้อม = เห็นเอกโสที่งานประกาศรางวัล ดูเข้าถึงยากมาก ดูเย็นชา ดูหยิ่ง

เอกโส :  ",[],[],th,0.0,False,19,,False,0.0006044920145424896
66364, นุว่านุละว่ามันมาจากไหน,[],[],th,0.0,False,1729,,False,0.0044681022767035
66371, ไม่มาลงคะแนนโหวต ก็ลาออกจากการเป็น สส. เถอะ เสียดายเงิน 🖕🏽 ,[],[],th,0.0,False,88,,False,0.0017345639100783679
66385," พบกับ​ EP.​ ที่สอง รายการที่จะทำให้คุณรู้จักตัวตนที่แท้จริงของคนในวงการ และแรงบันดาลใจของศิลปิน

เราจะพาไปรู้จักชีวิตของ ""…",[],[],th,0.0,False,496,,False,0.003804433186281273
66427, การที่น้องกลัฟอายุเยอะกว่าหม่ามี๊ก้ะเพราะว่าหม่ามี๊เป็นแม่ที่กตัญญูยังงัยล่า 🥺🤲🏼🤍,[],[],th,0.0,False,22,,False,0.0039849629197964516
66449," ภาพนี้เป็นโมเดล #เลื่อนสอบ จากน้องๆ #dek64 ที่รวบรวมกัน / มาร่วมถกแสดงความเห็นกันได้ครับ
.
ตารางนี้ไม่ใช่กำหนดการใช้จริง แต่…",[],"['เลื่อนสอบ', 'dek64']",th,0.0,False,31,,False,0.02760970607723004
66475," ชอบคนแบบนี้วะ มันดูน่าค้นหา
5555555555555555555555555555555555555555555555
555555555555555555555555555555555555555555555 htt…",[],[],th,0.0,False,96,,False,0.021314953622183015
66495, งถึดคิ 💚🐰 #น้องวินจ๋าสนบคิดถึง,[],['น้องวินจ๋าสนบคิดถึง'],th,0.0,False,2517,,False,0.0020797555629626144
66520, สวยตาแตก สวยที่สุดในยูเอ 😭😭😭 ,[],[],th,0.0,False,48,,False,0.001600217730054606
66521, Rihanna ออกมาพูดถึง #StopAsianHate ว่า “สิ่งที่เกิดขึ้นที่ Atlanta เมื่อวานโหดร้ายมากและมันไม่ใช่เหตุการณ์ที่เกิดขึ้นโ…,[],['StopAsianHate'],th,0.0,False,33,,False,0.0009422950131776105
66602,ใครทักมาขอดองไว้ก่อนนะคะ💗,[],[],th,0.0,False,47,,False,7.761968359729077e-05
66615," rt,แ ล ก ฟ อ ล นะครับ แลกฟอล #imgxonlybts",[],['imgxonlybts'],th,0.0,False,1273,,False,8.154513225243481e-05
66639, สงสารเด็กรุ่นนี้ว่ะ ทั้งแพลนชีวิต แพลนการเรียนแม่งพังพินาศหมด เพราะผู้ใหญ่เหี้ยๆไม่กี่คน จะว่าไป ก็สงสารตัวเองด้วย สัดเอ้ย,[],[],th,0.0,False,1,,False,3.367911455721799e-08
66682, เซฮุนเป็นคนที่ไม่ชอบให้ใครเล่นโทรศัพท์ตอนกินข้าว เพราะไม่ได้คุยกัน เอาแต่เล่นโทรศัพท์ น้องเลยจัดการยึดโทรศัพท์ก่อน  ถ้ากินเ…,[],[],th,0.0,False,4,,False,0.0017672709471668391
66695, Pedophilia คือโรคใคร่เด็กก่อนวัยเจริญพันธุ์ ตั้งแต่อายุ 0-13 ซึ่งผู้ที่เข้าเกณฑ์คืออายุ 16 ขึ้นไปและแก่กว่าเหยื่ออย่างน้อย…,[],[],th,0.0,False,107,,False,0.00027378241175366006
66703," ยัยน้อนพีทของคูมแม่( ･ั ∀ ･ั)➰💗
",[],[],th,0.0,False,166,,False,0.02129797535049147
66713, ภาพจากงาน #centralwOrldBangkokCountdown2021 ที่มี #JAYLERR #PARIS #BBillkin #PPKrit เรียกรอยยิ้มและโมเม้นต์ดี ๆ จากผู้ชม…,[],"['centralwOrldBangkokCountdown2021', 'JAYLERR', 'PARIS', 'BBillkin', 'PPKrit']",th,0.0,False,1295,,False,0.0022842167272428193
66722,@NNN_TNP น้อยใจใครรรร,[],[],th,0.0,False,660,France,False,0.0006441096630551234
66724, อีสั๊ด อันนี้ตลกชิบหาย กุให้ที่1 กุให้เลย5555555555555555555555555555555555555555555555555555555555555555555555555555555555565…,[],[],th,0.0,False,27,,False,0.0006719141919942295
66733, ชอบว่ะ ,[],[],th,1.0,False,35,,False,0.0031960293815888577
66737,@babyyourcat เห็นแนะ,[],[],th,0.0,False,139,,False,4.413690052200426e-05
66744, แว่นตาแบบโดยอง blue elephant สวยมากเลยทุกคน เป็นเลนส์ blue light นะคะ ตอนนี้หน้าเว็บออนเซลอยู่น้า ลดราคาเยอะมากๆเลย ใครอยากไ…,[],[],th,0.0,False,201,,False,0.0003809435493976894
66746, มึงๆที่เราไม่เคยเห็นเค้าลงสตอรี่คู่กันอะ หรือจริงๆเค้าลงในclose friends วะ 🤔,[],[],th,0.0,False,59,,False,0.0013097671704790585
66767,คลิปที่ทำมาชอบฮุนจองวอน,[],[],th,0.0,False,136,,False,0.003406898984458802
66783," อยากเย็ดเลย
 ",[],[],th,0.0,False,27,,False,0.00033980859547927405
66829," อยากจับมือพี่แหละดูออก 🤭🤭 

#VivoY725GLaunch #5Gเข้าถึงทุกที่ทุกเวลา ",[],"['VivoY725GLaunch', '5Gเข้าถึงทุกที่ทุกเวลา']",th,0.0,False,370,,False,0.0019261838442788015
66834," มีใครจะไปกับเราไหม?
เราโทรไปคอนเฟิร์มรอบตามนี้กับเซลส์แล้ว

เราจะเอาฟอร์มมาให้กรอก 18.00 นะ
#คั่นกูthemovie
#2getherthemovie…",[],"['คั่นกูthemovie', '2getherthemovie']",th,0.0,False,272,,False,0.001917918691261648
66874, วิจิตรศิลป์ มช. นี่น่าจะเป็นคณะอันดับต้นๆใน มช. เลยมั้งที่โดนทั้งมหาลัย บุคลากรคณะวิจิตรเอง และตำรวจไปคุกคามผลงานศิลปะของนั…,[],[],th,0.0,False,81,,False,0.0010416358381323705
66893, ในฐานะที่เคยโดนทัวร์ลงจากการบ้ง ชั้นว่าการได้รับการเตือนดีๆชั้นเข้าใจนะ ไม่มีบาดแผลด้วย กลับกันคนที่ลากออกมาด่าด้วยคำหยาบคาย…,[],[],th,0.0,False,118,,False,0.0005694159221883762
66928, เลิกปลูกฝังคำว่าสัญชาตญาณดิบให้ผู้ชายทุกคน จะเห็นได้หลายเคสที่มีการคุกคามว่าผู้ชายมันจะชอบอ้างอีสัญชาตญาณเวรตะไลนี่แหละในการ…,[],[],th,0.0,False,142,,False,0.0011683278483356511
66960," อีแจอุค หมดสัญญากับต้นสังกัด VAST Entertainment ซึ่งทางบริษัทได้ออกมายืนยันผ่านสื่ออย่างเป็นทางการแล้ว

#LeeJaeWook
",[],['LeeJaeWook'],th,0.0,False,192,,False,0.005380515015898282
66992, นับตั้งแต่วันที่ออกข่าวจนถึงวันนี้ โดนกันไปกี่คนแล้ววะ ,[],[],th,0.0,False,15,,False,0.0007951024479315601
66995,@senka50918879 โหน่ากลัวมากค่ะ ส่งให้พวกเพจแฉใหญ่ๆในเฟสบุ๊คได้มั้ยคะเนี่ย ถ้าเรื่องถึงที่นั่นน่าจะได้ออกข่าวแล้วเดือดร้อนถึงกรมศุลกากรแน่นอนเลยค่ะ,[],[],th,0.0,False,13,,False,0.0028846090120707374
67006, เววี่ออกรายการแอบแม่กินก็คือ55555555555555555555555555555555555555มึง คิดดูนะ ถ้าเสียงดังก็จะมีพร้อบให้ใส่เป็นการทำโทษ กูเชื่อว่…,[],[],th,0.0,False,129,,False,3.54386781502491e-05
67029,"ตามหา ""กรรมการสิทธิมนุษยชน""",[],[],th,0.0,False,60,,False,0.012818265753531222
67056,"🌸 Nia Challenge
🌸 ชวนนีอามา Rt/Qt/Rp ข้อความส่งชื่ออูซอกเข้าชิงกันค่ะ

I vote #KIMWOOSEOK for #StanWorldAppIsHere  @KWS_official_

Copy ข้อความตามนี้ได้เลย
ขออนุญาตติดแท็กเพื่อนๆนีอาที่น่ารักนะคะ✨ 
@chubbyypiglet @FiniT_ExoFrienD @verywooseok",[],"['KIMWOOSEOK', 'StanWorldAppIsHere']",th,0.0,False,322,,False,0.008339352765617316
67097, โหววววว ช็อตFUKUOKA I'm back HARUTOนี่โครตอิมแพคอ่ะ น้ำตาจะไหล   ,[],[],th,1.0,False,30,,False,0.000178690786993105
67109, ในฐานะที่เคยโดนทัวร์ลงจากการบ้ง ชั้นว่าการได้รับการเตือนดีๆชั้นเข้าใจนะ ไม่มีบาดแผลด้วย กลับกันคนที่ลากออกมาด่าด้วยคำหยาบคาย…,[],[],th,0.0,False,8,,False,3.1624800014643935e-05
67110, ไม่รู้จะสรรรหาคำไหนมา.............,[],[],th,0.0,False,81,,False,0.001614393877125905
67120, สุคุนะอายุเท่าไหร่เอง สู้เซ็นคูได้เปล่า,[],[],th,0.0,False,2,,False,0.0013007925033522052
67134, อ่านเจอวิธีแก้โรคย้ำคิดย้ำทำด้วยพฤติกรรมบำบัดก้คือให้เผชิญหน้ากับความกลัว เช่น กังวลเรื่องปิดน้ำรึยังวะ ก้ให้มีวันนึงที่เปิด…,[],[],th,0.0,False,53,,False,0.0003307550528766694
67135," เนซึโกะกับทันจิโร่ ไม่ได้หมายถึงเสื้อแต่หมายถึงเป็นได้แค่พี่น้อง
 ",[],[],th,1.0,False,88,,False,0.00014275644039378198
67139,อีกงานที่เชื่อว่าทุกคนต้องอยากไปสำหรับงาน​ รถโรงเรียน​ Schoolympics  จะจัดตลอด​ ปีนี้รอลุ้นว่าจะจัดไหมถ้าจัดต้องไม่พลาด​ เข้างานฟรีขอแค่ลทบ.ให้ทัน​ สำหรับตรีม​เค้าจะบอกเราหมด​ สนุกจริงๆได้ใกล้ชิดศลป.แบบคุ้มอะะบอกแค่นี้แหละ555​ ถ้าปีนี้จัดยังไงก้มีไบร์ทวินรอลุ้นกันนะะ​ 😌🤨,[],[],th,0.0,False,3492,,False,0.004179956570329645
67140, @Gladdyxglad เธอคะ เค้าร้อนตัวว่าเป็นตัวเองไปแล้ว🥵🥵 ,[],[],th,0.0,False,434,,False,0.0018946322879799134
67146, โลกแตกได้ยัง ทำไมคนแห่ไปให้กำลังใจคนที่body shamingคนอื่นเยอะขนาดนั้นอะ,[],[],th,0.0,False,205,,False,0.0033081017844715996
67158, แจรึนเป็นไงตายยัง ,[],[],th,0.0,False,257,,False,0.0001110830649619466
67170, ถึงจะพูดบ่อยๆว่าชอบคนรวยแต่เอาเข้าจริงพอแฟนบอกจะซื้อของให้ก็ไม่ได้อยากได้ขนาดนั้น เข้าใจว่ากว่าจะหาเงินได้ก็เหนื่อยพอตัว แบบเห้อ…,[],[],th,0.0,False,194,,False,0.014994137926431284
67192,"ภูมิใจองค์กรไทยต้นแบบ คุณภาพเทียบชั้นนานาชาติ สถาบันเพิ่มผลผลิตแห่งชาติ แสดงความยินดีกลุ่มธุรกิจโทรศัพท์เคลื่อนที่ในกลุ่มทรู  คว้ารางวัล “องค์กรความเป็นเลิศด้านการดำเนินธุรกิจระดับโลก ประจำปี 2563”




@CHANGEintomagazine ",[],[],th,0.0,False,347,,False,1.4038305283718606e-05
67198,วันดีๆอีกหนึ่งวัน 😘,[],[],th,0.0,False,51,,False,0.004473254277769588
67199, Lotte กับเจนนี่ตอนนี้บริษัทในเครือทั้งเครือ Confectionery และ Beverage ต่างดึงเจนนี่ไปร่วมงาน ขนม Air Baked เจอเจนนี่ Effect…,[],[],th,0.0,False,28,,False,0.02426529384413899
67215," นักกรีฑาในตำนาน
ฝากติดตาม ฟรี!! ได้ที่-- 


#คลิปเต็มอยู่ในกลุ่ม อยากสนับสนุนกัน ไลน์มา! ไอดี sarybal…",[],['คลิปเต็มอยู่ในกลุ่ม'],th,0.0,False,37,,False,0.0027448407483299095
67277, เพื่อนชวนมาน้ำตก...แต่ได้น้ำแตก💦 ,[],[],th,0.0,False,106,,False,0.00010286198195398807
67278,"——กระเป๋าผ้า my universe 🚀
🐋 วัสดุ : ผ้า canvas | ขนาด : กว้าง 34*สูง 39 cm
🍒 มี 2 สี ตามรูป
💞 สายสะพายยาว 25 cm
📍 ใส่หนังสือ / A4 ได้

🥣*◞ ราคา 149฿ส่งฟรี

 #กระเป๋าสะพายไหล่ #กระเป๋าสวย #กระเป๋าน่ารัก #กระเป๋าคาดอก #กระเป๋าแฟชั่นราคาถูก #กระเป๋าผู้หญิง #กระเป๋าถือ ",[],[],th,0.0,False,1426,,False,5.534266968150296e-05
